"Id_Student"; " Student_sex ";" Carrer ";" Number_Enrollment ";" Number_Repetition ";" Self_Perfomance ";" Group ";" Id_Course ";" Id_Carrer ";" Id_Subject ";" Shared ";" Id_Professor ";" Professor_sex ";" Department ";" C_12 ";" C_13 ";" C_14 ";" C_15 ";" C_16 ";" C_17 ";" C_18 ";" C_19 ";" C_20 ";" C_21 ";" C_22 ";" C_23 ";" C_24 ";" C_25 ";" C_26 ";" C_27 ";" C_28 ";" C_29 ";" C_30 ";" C_31 ";" C_32 ";" C_33 ";" C_34 ";" C_35 ";" C_36_Strength ";" C37_Weaknesses "
12256; 1; " Business Administration "; 1; 1; 3; 8; 397; 1; 187; 0; 292; 0;" Mathematics "; 5; 5; 5; 5; 3; 5; 4; 4; 5; 5; 3; 3; 5; 4; 5; 4; 5; 5; 4; 5; 1; 1; 5; 5;" It is made understand very well, it is ordered, patient and BASSTANTE trained ";" In GENERAL, RESPOECTO to the MONITOR should have a command to explain and additional exercises to the workshop "
10965; 1; " Business Administration "; 4; 1; 4; 19; 125; 1; 45; 0; 304; 1;" Mathematics "; 4; 5; 5; 5; 1; 5; 4; 3; 3; 5; 4; 1; 4; 3; 4; 1; 1; 4; 3; 5; 2; 1; 4; 4;;
12237; 1; " Business Administration "; 1; 1; 4; 7; 396; 1; 187; 0; 292; 0;" Mathematics "; 5; 5; 5; 4; 1; 4; 4; 3; 4; 5; 1; 1; 5; 4; 5; 5; 1; 4; 4; 4; 1; 1; 5; 4;" Punctual and transmits INFO. Clear. solves doubts ";" There are no group jobs.. "
12709; 0; " Business Administration "; 8; 1; 4; 3; 329; 1; 153; 0; 433; 1;" Observatory "; 4; 4; 4; 4; 3; 5; 4; 3; 3; 4; 4; 1; 4; 4; 5; 4; 2; 4; 5; 4; 2; 2; 4; 4;" Passion for teaching the subject and understanding of the students of the same ";" Unpunctual arrivals misses to class "
12165; 0; " Business Administration "; 1; 1; 3; 1; 393; 1; 187; 0; 378; 0;" Mathematics "; 5; 5; 5; 5; 4; 5; 5; 4; 5; 5; 4; 1; 5; 4; 5; 5; 5; 3; 4; 5; 1; 1; 5; 5;" The familiarity with which the teacher speaks with the students allows a more complete confidence in their knowledge ";" The amount of information to be handled in a short term "
12175; 1; " Business Administration "; 1; 1; 4; 1; 393; 1; 187; 0; 378; 0;" Mathematics "; 5; 5; 5; 5; 4; 5; 4; 3; 4; 4; 4; 3; 5; 5; 5; 4; 3; 4; 4; 4; 1;; 5; 4; " Very DIDACTICA ";
12176; 1; " Business Administration "; 1; 1; 4; 1; 393; 1; 187; 0; 378; 0;" Mathematics "; 5; 5; 5; 5; 5; 5; 5; 5; 4; 4; 1; 1; 4; 5; 5; 2; 2; 4; 4; 5; 1; 1; 4; 4;" The use and handling of digital tools the ease to explain the issues, does not work putting us under pressure, the serenity of his character ";
673; 0; " Business Administration "; 8; 1; 3; 1; 30; 1; 12; 0; 67; 1;" Biology "; 5; 5; 5; 5; 4; 5; 3; 5; 4; 3; 3; 2; 3; 3; 1; 2; 3; 4; 4; 5; 2; 2; 3; 3;" He knows a lot about the subject and he's kind. Should contextualize the topics better-so that it serves in reality ETC.. Explain more clearly "
5195; 1; " Anthropology "; 8; 1; 4; 1; 149; 2; 53; 0; 475; 1;" "; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 3; 3; 5; 1; 1; 5; 5;" Much knowledge ";" No
8668; 1; " Anthropology "; 4; 1; 4; 1; 458; 2; 232; 0; 191; 1;" Men "; 4; 5; 5; 5; 4; 5; 5; 5; 5; 5; 5; 4; 5; 5; 5; 4; 5; 4; 4; 5; 2; 2; 5; 5;" The eclecticism for the subjects treated, as well as to provide spaces of discussion concerning the different subjects and interests of each student ";" Time limitations and schedules of the subject "
1007; 1; " Anthropology "; 10; 1; 4; 1; 70; 2; 37; 0; 294; 1;" Biology "; 5; 5; 3; 5; 5; 5; 5; 4; 4; 4; 4; 3; 4; 5; 5; 4; 4; 4; 5; 5; 2; 1; 5; 5;" Patient and with knowledge of the subject he teaches, his class is not usually bored and dynamic ";
2979; 1; " Architecture "; 7; 1; 3; 8; 513; 3; 248; 0; 517; 1;" Statistics "; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 1; 1; 5; 5; 3; 3; 5; 3; 4; 5; 2; 1; 5; 5;" Punctuality, dealing with students, dynamic ";" -"
5496; 1; " Architecture "; 10; 1; 4; 1; 227; 3; 102; 0; 414; 1;" Physics "; 3; 4; 5; 4; 5; 5; 5; 5; 3; 4; 4; 3; 4; 5; 3; 4; 4; 3; 4; 4; 2; 2; 4; 4;" Enthusiasm in class ";
5497; 1; " Architecture "; 10; 1; 4; 1; 227; 3; 102; 0; 414; 1;" Physics "; 4; 5; 5; 5; 5; 5; 4; 5; 4; 5; 4; 3; 5; 5; 5; 5; 5; 4; 4; 4; 2; 2; 4; 4;;
12710; 0; " Architecture "; 9; 1; 4; 3; 329; 3; 153; 0; 433; 1;" Observatory "; 5; 5; 4; 5; 3; 5; 4; 1; 5; 5; 1; 2; 5; 3; 5; 3; 4; 4; 4; 4; 2; 2; 5; 5;" The strength of the subject is that unlike other elective courses, if it is really for people of any career because the teacher makes the content clear, with simple explanations ";
11642; 1; " Architecture "; 7; 1; 4; 5; 165; 3; 65; 0; 479; 1;" Mathematics "; 4; 5; 5; 4; 5; 5; 5; 5; 5; 5; 1; 2; 5; 5; 1; 2; 5; 4; 4; 4; 2; 1; 5; 5;;
12723; 1; " Plastic arts "; 2; 1; 4; 3; 329; 4; 153; 0; 433; 1;" Observatory "; 4; 4; 5; 5; 4; 5; 4; 4; 5; 4; 4; 4; 5; 4; 5; 4; 5; 4; 4; 4; 2; 2; 5; 4;;
13580; 1; " Plastic arts "; 10; 1; 4; 2; 345; 4; 163; 1; 273; 1;" Chemical "; 5; 5; 5; 5; 5; 5; 4; 5; 5; 4; 1; 4; 4; 5; 5; 5; 5; 4; 5; 5; 2; 1; 5; 4;" Joy ";" It is very confusing his way of exposing the subject "
13602; 1; " Plastic arts "; 10; 1; 4; 2; 345; 4; 163; 1; 300; 1;" Chemical "; 5; 5; 5; 5; 5; 5; 4; 5; 5; 4; 1; 4; 4; 5; 5; 5; 5; 4; 5; 5; 2; 1; 5; 4;" Complete management of concepts and makes their learning deferred ";" It should be more propositive "
5196; 1; " Biology "; 5; 1; 4; 1; 149; 5; 53; 0; 475; 1;" "; 4; 5; 5; 5; 5; 5; 5; 4; 4; 4; 5; 5; 5; 3; 5; 5; 5; 3; 5; 5; 1; 2; 5; 5;" It shows interest in the teaching and learning of students and motivates them to solve local problems from the development of science and technology ";
2783; 1; " Biology "; 10; 1; 4; 3; 507; 5; 247; 0; 84; 1;" Statistics "; 4; 5; 5; 5; 4; 4; 4; 5; 5; 5; 2; 3; 5;; 5; 5; 5; 4; 4; 4; 1; 1; 5; 5; " Knowledge ";" Time
4042; 0; " Biology "; 9; 1; 5; 1; 213; 5; 92; 1; 178; 0;" Pharmacy "; 5;; 5; 5; 5; 5; 5; 5; 5; 5; 1; 1; 5; 5; 3; 5; 5; 3; 3; 3; 2; 1; 5; 5;;
5188; 0; " Biology "; 5; 1; 4; 1; 149; 5; 53; 0; 475; 1;" "; 5; 5; 5; 5; 4; 5; 5; 5; 5; 5; 5; 4; 5; 5; 5; 4; 5; 4; 5; 5; 1; 2; 5; 5;" Very clear in his explanations. The theme is useful and interesting for my future professional life. The teacher is very good and he shows the enthusiasm to teach ";
3977; 0; " Biology "; 9; 1; 5; 1; 213; 5; 92; 1; 366; 0;" Pharmacy "; 3;; 1; 5; 4; 1; 5; 5; 5; 5; 1; 1; 1; 1; 1; 1; 5; 3; 3; 3; 2; 1; 1; 5;;
3932; 0; " Biology "; 9; 1; 5; 1; 213; 5; 92; 1; 223; 1;" Pharmacy "; 5;; 5; 5; 3; 5; 5; 5; 5; 5; 2; 1; 5; 5; 5; 5; 5; 3; 3; 3; 2; 1; 5; 5;;
3998; 0; " Biology "; 9; 1; 5; 1; 213; 5; 92; 1; 217; 0;" Pharmacy "; 2;; 4; 5; 4; 3; 5; 5; 5; 5; 3; 1; 3; 2; 5; 5; 5; 3; 3; 3; 2; 1; 3; 5;;
7254; 0; " Biology "; 6; 1; 3; 1; 418; 5; 202; 1; 315; 0;" Physics "; 5; 5; 5; 5; 5; 5; 3; 3; 2; 2; 5; 5; 5; 5; 5; 5; 5; 4; 4; 5; 2; 1; 5; 3;" He worries because they understand it and he clarifies the doubts very well ";
5584; 1; " Biology "; 6; 1; 4; 2; 238; 5; 109; 1; 460; 0;" Physics "; 4; 5; 5; 5; 5; 5; 4; 3; 3; 4; 5; 5; 5; 4; 4; 3; 5; 4; 4; 4; 1; 1; 5; 4;" Kind, charismatic, and fair. Perfect domain of themes ";
7316; 1; " Biology "; 3; 1; 3; 5; 419; 5; 202; 1; 76; 1;" Physics "; 4; 5; 5; 5; 3; 3; 3; 4; 4; 4; 2; 2; 4; 3; 5; 5; 5; 4; 4; 5; 2; 1; 3; 4;;
7312; 0; " Biology "; 4; 1; 4; 5; 419; 5; 202; 1; 76; 1;" Physics "; 4; 5; 5; 4; 2; 4; 4; 3; 3; 4; 1; 1; 4; 1; 5; 1; 1; 4; 5; 5; 2; 1; 4; 4;" Generates quiet learning environment;
7298; 1; " Biology "; 4; 1; 4; 5; 419; 5; 202; 1; 496; 1;" Physics "; 4; 5; 5; 5; 4; 5; 4; 3; 3; 4; 5; 3; 5; 4; 4; 4; 1; 4; 5; 5; 2; 1; 5; 4;" Pedagogical preparations of classes, real applications, enthusiasm ";
7297; 1; " Biology "; 3; 1; 3; 5; 419; 5; 202; 1; 496; 1;" Physics "; 4; 5; 5; 5; 5; 5; 3; 4; 4; 4; 4; 3; 5; 4; 5; 5; 5; 4; 4; 5; 2; 1; 5; 4;;
7235; 0; " Biology "; 6; 2; 4; 1; 418; 5; 202; 1; 26; 1;" Physics "; 5; 5; 5; 5; 5; 5; 3; 3; 2; 4; 2; 2; 5; 5; 5; 5; 4; 4; 4; 5; 2; 2; 4; 4;" High knowledge ";" Lack of oratory "
5481; 0; " Biology "; 5; 1; 4; 1; 227; 5; 102; 0; 414; 1;" "3; 4; 5; 4; 5; 5; 4; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 1; 1;;;;
7330; 0; " Biology "; 3; 1; 3; 7; 420; 5; 202; 0; 26; 1;" Physics "; 5; 5; 4; 5; 5; 5; 4; 3; 3; 4; 5; 2; 4; 4; 5; 4; 4; 4; 4; 4; 1; 1; 4; 4;;
7246; 1; " Biology "; 4; 1; 4; 1; 418; 5; 202; 1; 26; 1;" Physics "; 4; 5; 5; 5; 5; 5; 4; 3; 4; 4; 5; 3; 3; 3; 4; 4; 5; 4; 4; 4; 2; 2; 4; 4;;
7280; 1; " Biology "; 3; 1; 3; 5; 419; 5; 202; 1; 460; 0;" Physics "; 4; 5; 5; 5; 5; 5; 3; 4; 4; 4; 4; 4; 5; 5; 5; 5; 5; 4; 4; 5; 2; 1; 5; 4;;
5480; 0; " Biology "; 4; 1; 4; 1; 227; 5; 102; 0; 414; 1;" "; 2; 4; 5; 4; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 1; 1; 4; 5;" is passionate and transmits it, promotes the desire to acquire knowledge and investigate ";" Seems to have problems with the organization of time as it is missing many kinds "
7216; 0; " Biology "; 6; 2; 4; 1; 418; 5; 202; 1; 460; 0;" Physics "; 5; 5; 5; 5; 5; 5; 3; 3; 2; 4; 1; 3; 5; 5; 3; 5; 4; 4; 4; 5; 2; 2; 5; 4;" Dedication ";
7269; 1; " Biology "; 4; 1; 4; 1; 418; 5; 202; 1; 315; 0;" Physics "; 5; 5; 5; 5; 5; 5; 4; 3; 4; 4; 5; 5; 4; 3; 5; 4; 5; 4; 4; 4; 2; 2; 4; 4;;
7227; 1; " Biology "; 4; 1; 4; 1; 418; 5; 202; 1; 460; 0;" "; 5; 5; 5; 5; 5; 5; 4; 3; 4; 4; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4; 2; 2; 5; 4;;
7234; 0; " Biology "; 6; 1; 3; 1; 418; 5; 202; 1; 26; 1;" Physics "; 5; 5; 5; 5; 5; 5; 3; 3; 2; 2; 4; 4; 5; 5; 5; 5; 5; 4; 4; 5; 2; 1; 5; 3;;
7255; 0; " Biology "; 6; 2; 4; 1; 418; 5; 202; 1; 315; 0;" Physics "; 4; 5; 5; 5; 5; 5; 3; 3; 2; 4; 2; 2; 5; 5; 5; 5; 4; 4; 4; 5; 2; 2; 5; 4;" Good attitude ";" Disorder
7276; 0; " Biology "; 4; 1; 4; 5; 419; 5; 202; 1; 460; 0;" Physics "; 5; 5; 5; 5; 4; 4; 4; 3; 3; 4; 4; 4; 5; 3; 4; 3; 1; 4; 5; 5; 2; 1; 3; 4;" Clear ORAL expression ";" Greater depth in explanations "
7856; 1; " Biology "; 3; 1; 5; 1; 294; 5; 127; 0; 166; 1;" Geology "; 3; 5; 2; 4; 4; 2; 3; 5; 2; 1; 1; 3; 3; 1; 5; 1; 2; 3; 2; 2; 1; 2; 2; 2;" Nigun ";
5600; 1; " Biology "; 6; 1; 4; 2; 238; 5; 109; 1; 387; 0;" Physics "; 2; 3; 2; 4; 5; 4; 4; 3; 3; 4; 5; 5; 4; 4; 5; 5; 5; 4; 4; 4; 1; 1; 3; 4;" Perfect domain of themes ";" Unpunctual, hasty sometimes arrogant "
7333; 0; " Biology "; 8; 1; 4; 8; 421; 5; 202; 1; 460; 0;" Physics "; 5; 5; 5; 5; 5; 5; 5; 3; 4; 4; 2; 5; 5; 5; 5; 5; 4; 4; 5; 5; 2; 1; 5; 4;" Excellent teacher ";
7339; 1; " Biology "; 7; 2; 4; 8; 421; 5; 202; 1; 412; 1;" Physics "; 5; 5; 5; 4; 5; 5; 5; 4; 4; 4; 1; 3; 5; 4; 5; 5; 5; 4; 5; 5; 2; 1; 5; 4;" Excellent pedagogue ";
7338; 0; " Biology "; 8; 1; 4; 8; 421; 5; 202; 1; 412; 1;" Physics "; 4; 4; 5; 5; 5; 5; 5; 3; 4; 4; 1; 5; 5; 5; 5; 5; 5; 4; 4; 5; 2; 1; 4; 4;" He cares about teaching not only matter but civics ";" Wanders a lot in class "
7335; 1; " Biology "; 7; 2; 4; 8; 421; 5; 202; 1; 460; 0;" Physics "; 5; 5; 5; 4; 5; 5; 5; 4; 4; 4; 1; 3; 5; 4; 5; 5; 5; 4; 5; 5; 2; 1; 5; 4;" Understands the difficulties of the students ";" High Speed "
7334; 1; " Biology "; 6; 1; 4; 8; 421; 5; 202; 1; 460; 0;" "; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4; 5; 4; 5; 5; 5; 5; 4; 5; 5; 5; 2; 1; 5; 4;" Very pedagogical, clear and coherent in the QUEDICE and does ";
8125; 0; " Biology "; 8; 1; 5; 1; 321; 5; 149; 0; 541; 1;" Geology "; 3; 4; 4; 4; 2; 3; 3; 4; 4; 3; 4; 3; 4; 3; 4; 4; 4; 4; 3; 3; 2; 2; 4; 4;;
8695; 1; " Biology "; 9; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 5; 3; 2; 1; 1; 4; 4;" The field exit ";" Over-subject considering the short time "
8693; 1; " Biology "; 8; 1; 5; 1; 569; 5; 276; 0; 124; 1;" ICN; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 1; 1; 5; 5;;
8657; 1; " Biology "; 10; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 3; 4; 2; 4; 2; 2; 3; 3; 3; 3; 3; 3; 3; 4; 4; 4; 1; 5; 5; 5; 1; 2; 3; 3;" Very practical ";" The non-preparation of the class, the improvisation at the time of the work for both class and the house, does not send material of study. The class is given by alumni with no professional attitude. Pesimamente "
8656; 1; " Biology "; 10; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 2; 3; 3; 1; 3; 1; 3; 2; 4; 1; 3; 3; 1; 3; 3; 2; 4; 3; 4; 4; 1; 1; 2; 1;;" The teacher was not present during the development of most of the subject, leaving responsible students and/or monitors with little mastery of the subjects with little human quality, abuse of the authority and almost never lends to provide support and/or as "
8694; 1; " Biology "; 9; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 4; 5; 5; 5; 5; 4; 4; 3; 5; 5; 4; 4; 5; 4; 5; 5; 1; 1; 5; 5;" Clarity, commitment, disposition to teach and resolve doubts ";" A lot of subject in a very short time and the practical part should be more extensive "
8696; 1; " Biology "; 9; 1; 5; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 4; 3; 5; 4; 5; 5; 5; 3; 5; 4; 5; 3; 5; 4; 5; 5; 1; 2; 4; 5;" Gives the right topics ";" There is a lot of theme for the little time of semester "
8697; 1; " Biology "; 10; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 4; 4; 4; 5; 4; 5; 5; 4; 3; 5; 4; 4; 4; 5; 4; 4; 5; 1; 1; 4; 5;" The possibility of applying concepts and theories in a field stage. Practical learning ";" Investing for the improvement of some equipment "
8698; 0; " Biology "; 5; 1; 3; 1; 604; 5; 306; 0; 3; 1;" Biology "; 4; 4; 5; 4; 4; 5; 4; 5; 4; 4; 4; 4; 3; 4; 3; 3; 3; 3; 4; 4; 1; 1; 4; 4;" I like many topics treated, give us a GENERAL IDEA of vertebrates in a key way ";" Sometimes it was not known to distribute the time between all the activities and topics that had to be seen and done "
8654; 1; " Biology "; 10; 1; 1; 1; 392; 5; 186; 0; 203; 1;" ICN "; 2; 2; 1; 2; 1; 1; 1; 1; 1; 1; 2; 1; 1; 1; 3; 2; 3; 3; 4; 5; 1; 2; 1; 1;" None ";" If the teacher cannot dictate the subject it is better not to offer it. When there was class it was always improvised. Should be reviewed if the teacher is correct to impart this "
8653; 1; " Biology "; 8; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 2; 4; 4; 4; 4; 4; 3; 4; 4; 4; 5; 5; 3; 5; 4; 4; 4; 4; 4; 4; 1; 1; 4; 3;" Experience and be receotivo to the students ";" That the monitor attendant knew nothing of the subject, uncoordinated cone the teacher guidelines and other things in delivering jobs and in the absence of the teacher was authoritarian and unkind and respectful "
8700; 0; " Biology "; 6; 1; 4; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 4; 5; 5; 5; 4; 5; 5; 5; 5; 5; 5; 4; 4; 3; 4; 4; 4; 4; 5; 1; 1; 4; 5;" Very close way of explaining the subjects, that is, makes them very own ";" The problem is that when talking about something and then cover the subject and then return to something specific, confuses a little student "
8702; 0; " Biology "; 7; 1; 3; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 3; 5; 5; 5; 5; 4; 4; 5; 4; 2; 4; 3; 4; 4; 2; 4; 3; 4; 4; 1; 1; 4; 4;" In GENERAL, both the subject and the teacher integrate the knowledge seen in the same matter or others, explains in detail and the form of evaluation is different but requires the student to ask questions and not only memory ";" In the matter it would be good to have labs for all the subjects seen and for the teacher sometimes I did not use both the audiovisual tools and in some cases the class was disordered "
8703; 0; " Biology "; 8; 1; 3; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 4; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 3; 4; 3; 2; 5; 4; 4; 4; 1; 1; 4; 4;" It has excellent content for my professional training ";" It needs the use of technological tools for the better understanding of the content of the subject "
8704; 0; " Biology "; 8; 1; 4; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 4; 5; 5; 5; 4; 5; 3; 4; 4; 5; 4; 3; 4; 3; 4; 3; 4; 4; 5; 1;; 4; 4; " Punctuality, takes the time necessary to learn, explains well the subjects ";" Malgenie sometimes hinders the development of the class. Delay on certain issues. Missing support Slides "
8705; 0; " Biology "; 8; 1; 4; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 5; 4; 5; 5; 5; 4; 4; 5; 4; 4; 5; 4; 5; 5; 4; 4; 4; 4; 4; 1; 1; 4; 4;" It shows great interest in student learning, strives to develop new methods of evaluation and makes classes entertaining ";
8655; 1; " Biology "; 10; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 2; 2; 1; 2; 3; 1; 1; 3; 3; 1; 4; 3; 1; 2; 5; 3; 3; 4; 4; 4; 1; 2; 1; 1;;" He does not attend class, when he does not prepare, everything is improvised. The level of demand is much greater than the content given. "
8683; 0; " Biology "; 8; 1; 5; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 5; 5; 5; 5; 5; 5; 5; 5; 4; 4; 1; 1; 5; 5;" The subject opens the different fields of the zoology, which allows to know briefly each group. The teacher has good management and mastery of the topic ";" The subject covers a very extensive theme, so it would be advisable to provide more time intensity or divide it into two sections "
8677; 0; " Biology "; 7; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 5; 5; 4; 5; 4; 4; 5; 4; 4; 3; 5; 4; 4; 4; 4; 4; 1; 1; 4; 5;;
8676; 0; " Biology "; 7; 1; 3; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 5; 5; 4; 5; 5; 4; 5; 4; 5; 3; 5; 5; 5; 3; 4; 5; 1; 1; 4; 4;" There is a lot of organization in the subject despite the great diversity of subjects and professors who dictate it ";" It is important not to have external student time "
8678; 0; " Biology "; 8; 1; 3; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 4; 5; 5; 4; 4; 4; 3; 5; 5; 4; 4; 5; 5; 5; 5; 5; 3; 1; 1; 5; 4;" The field exit ";" Strengthen in laboratory for the case of fish and birds "
8670; 0; " Biology "; 14; 1; 4; 1; 467; 5; 239; 0; 261; 1;" ICN; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 5; 5; 2; 2; 5; 5; disposition, knowledge, clarity, contextualisation ";" The course should have a field trip as it covers much of the knowledge of the Amazon. "
8679; 0; " Biology "; 8; 1; 4; 1; 569; 5; 276; 0; 124; 1;" Men "; 4; 5; 5; 5; 4; 5; 5; 5; 5; 5; 5; 3; 5; 4; 5; 3; 4; 5; 5; 5; 1; 1; 4; 5;" Very neat ";
10227; 1; " Biology "; 4; 2; 4; 24; 100; 5; 43; 0; 479; 1;" Mathematics "; 5; 5; 5; 5; 4; 5; 4; 4; 3; 4; 1; 2; 5; 4; 2; 2; 5; 4; 4; 3; 2; 1; 4; 5;" The way to explain, neat and understandable makes the subject develop better ";
8706; 0; " Biology "; 8; 1; 4; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 5; 5; 5; 5; 5; 4; 2; 4; 3; 5; 4; 5; 4; 2; 2; 5; 3; 3; 4; 1; 1; 5; 4;;" The course deals with very extensive topics that are not enough to be seen in the proper depth. The course should at least be given in two semesters. Lack of practical MATERIAL for many topics "
8666; 0; " Biology "; 4; 1; 4; 1; 458; 5; 232; 0; 191; 1;" ICN; 5; 5; 5; 5; 5; 5; 5; 5; 5; 2; 4; 5; 5; 5; 5; 5; 5; 5; 5; 2; 2; 4; 4; Very good knowledge of the teacher ";" More time for the subject "
8681; 0; " Biology "; 8; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 4; 5; 4; 5; 5; 4; 5; 4; 4; 4; 4; 4; 4; 5; 5; 5; 1; 1; 5; 4;;
8664; 1; " Biology "; 13; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 4; 5; 5; 4; 5; 4; 4; 4; 5; 4; 5; 5; 4; 4; 4; 5; 5; 4; 5; 5; 1; 2; 4; 4;" The subject is very interesting and the teacher knows how to emphasize this quality. ";" By various commitments, and different aspects of the matter in the hands of third parties, which is not their responsibility so it can create annoyances that stand out in class "
8686; 0; " Biology "; 12; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 5;; 4; 5; 5; 5; 5; 4; 5; 4; 5; 4; 5; 5; 5; 5; 1; 1; 5; 5;;
8682; 0; " Biology "; 8; 1; 5; 1; 569; 5; 276; 0; 124; 1;" ICN "; 4; 5; 5; 5; 5; 5; 4; 5; 5; 5; 5; 5; 5; 4; 5; 5; 4; 5; 5; 5; 1; 1; 4; 5;" It is excellent to learn directly from the expert on each subject ";" Improve a little logistics in the field exit "
8692; 1; " Biology "; 8; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN "; 4; 5; 4; 4; 5; 5; 5; 4; 4; 5; 5; 4; 4; 3; 4; 4; 5; 4; 4; 4; 1; 1; 4; 5;" In spite of being disciplinary I find it indispensable for any Biologo ";" I would like to have prerequisite vertebrates "
8662; 1; " Biology "; 10; 1; 5; 1; 392; 5; 186; 0; 203; 1;" ICN "; 3; 4; 4; 4; 4; 4; 4; 5; 5; 4; 5; 5; 4; 3; 5; 3; 4; 5; 5; 5; 1; 2; 3; 4;" It promotes the use of other environments for the development of the classes. The subject is very good ";" The greatest weakness was the monitor in charge, because it has no knowledge in the area and does not promote the good development of the subject "
8661; 1; " Biology "; 10; 1; 5; 1; 392; 5; 186; 0; 203; 1;" ICN "; 2; 3; 4; 4; 4; 3; 4; 4; 4; 3; 4; 3; 3; 3; 4; 3; 4; 4; 5; 5; 1; 1; 3; 3; The possibility of having the collection of mammals on the side ";" The little assistance of the teacher, the poor treatment and little knowledge of the instructor, the assistant student who usually gives the class abuses his authority "
8660; 1; " Biology "; 10; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 4; 4; 3; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3; 3; 4; 5; 5; 1; 2; 4; 4; For the teacher is Bacan although it is not always for the class and the laboratories ";" It attributes to its monitors power on the subject and these take its place as if they were the teachers of the class, that at least all its monitors know of Mastozoologia "
8659; 1; " Biology "; 10; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 3; 4; 5; 4; 5; 5; 3; 5; 5; 2; 3; 3; 2; 4; 4; 4; 5; 4; 3; 4; 1; 1; 3; 3;" It has the intention, to educate and to promote the knowledge of the Mastozoologia. Deficient at all the monitors, which were in charge good part of the course as the teacher was in field work. Monitors, Tiranas, NO matter what they learn ";
8684; 0; " Biology "; 10; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN ";; 5; 5; 5;; 5; 4; 5; 5; 4; 5;;;; 5; 5; 5; 3; 5; 4; 1; 1; 5; 4;;
8658; 1; " Biology "; 10; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 3; 4; 3; 5; 5; 3; 5; 4; 5; 3; 4; 4; 4; 4; 5; 4; 4; 4; 5; 4; 1; 2; 3; 3;" The teacher has a lot of knowledge of the subject and is provided for the dialogue with the students ";" The teacher missed many of the classes scheduled and the instructor assigned does not know the subject of the course "
8685; 0; " Biology "; 11; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 5; 5; 5; 4; 5; 5; 5; 3; 5; 4; 5; 5; 1; 1; 4; 5;;
8680; 0; " Biology "; 8; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 4; 5; 4; 5; 5; 4; 5; 4; 3; 5; 5; 5; 5; 4; 4; 4; 1; 1; 4; 4;" The subject is FUNDAMENTAL for professional development ";
